"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"PLL","PIEDMONT LITHIUM INC.","Materials","28/03/1983",201880393
"PLN","PIONEER LITHIUM LIMITED","Materials","28/09/2023",5583483
"PLS","PILBARA MINERALS LIMITED","Materials","19/09/2007",4424653758
"PLT","PLENTI GROUP LIMITED","Financial Services","23/09/2020",133274894
"PLY","PLAYSIDE STUDIOS LIMITED","Media & Entertainment","17/12/2020",67737422
"PMC","PLATINUM CAPITAL LIMITED","Not Applic","29/06/1994",384173373
"PME","PRO MEDICUS LIMITED","Health Care Equipment & Services","10/10/2000",19653651699
"PMT","PATRIOT BATTERY METALS INC.","Materials","07/12/2022",356950517
"PMV","PREMIER INVESTMENTS LIMITED","Consumer Discretionary Distribution & Retail","15/12/1987",3066498362
"PNC","PIONEER CREDIT LIMITED","Financial Services","01/05/2014",59466897
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","Financial Services","19/06/2007",3448483235
"PNM","PACIFIC NICKEL MINES LIMITED","Materials","26/11/2002","SUSPENDED"
"PNN","POWER MINERALS LIMITED","Materials","15/04/2005",7514422
"PNRDA","PANTORO LIMITED","Materials","21/05/1987","--"
"PNT","PANTHER METALS LTD","Materials","10/12/2021",4513568
"PNV","POLYNOVO LIMITED","Health Care Equipment & Services","26/11/1998",728839356
"POD","PODIUM MINERALS LIMITED","Materials","28/02/2018",17035265
"POL","POLYMETALS RESOURCES LTD","Materials","29/06/2021",189288395
"PPC","PEET LIMITED","Real Estate Management & Development","05/08/2004",655494617
"PPE","PEOPLEIN LIMITED","Commercial & Professional Services","22/11/2017",90213170
"PPG","PRO-PAC PACKAGING LIMITED","Materials","27/04/2005",3452067
"PPK","PPK GROUP LIMITED","Materials","21/12/1994",27243749
"PPL","PUREPROFILE LTD","Media & Entertainment","29/07/2015",38406785
"PPM","PEPPER MONEY LIMITED","Financial Services","25/05/2021",581666431
"PPS","PRAEMIUM LIMITED","Software & Services","11/05/2006",303349135
"PPT","PERPETUAL LIMITED","Financial Services","24/06/1964",1900264490
"PPY","PAPYRUS AUSTRALIA LIMITED","Materials","15/04/2005",5136136
"PR1","PURE RESOURCES LIMITED","Materials","21/04/2022",4140791
"PR2","PICHE RESOURCES LIMITED","Not Applic","14/06/2024",8372727
"PRG","PRL GLOBAL LTD","Materials","24/07/1987","--"
"PRM","PROMINENCE ENERGY LIMITED","Energy","23/01/1992",1362117
"PRN","PERENTI LIMITED","Materials","06/01/1994",1137373156
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","Software & Services","22/04/1998",32818276
"PRS","PROSPECH LIMITED.","Materials","04/12/2020",7891821
"PRU","PERSEUS MINING LIMITED","Materials","22/09/2004",4364263317
"PRX","PRODIGY GOLD NL","Materials","21/08/1986",6350111
"PSC","PROSPECT RESOURCES LIMITED","Materials","04/12/2009",62992928
"PSL","PATERSON RESOURCES LTD","Materials","18/10/2006",3648303
"PSQ","PACIFIC SMILES GROUP LIMITED","Health Care Equipment & Services","21/11/2014",311126146
"PTL","PRESTAL HOLDINGS LIMITED","Household & Personal Products","29/08/2000",10909408
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","Financial Services","23/05/2007",317281078
"PTN","PATRONUS RESOURCES LIMITED","Materials","02/10/2013",96606470
"PTR","PETRATHERM LTD","Materials","27/07/2004",74307176
"PTX","PRESCIENT THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/12/1986",32212792
"PUA","PEAK MINERALS LIMITED","Materials","17/07/2003",28073213
"PUR","PURSUIT MINERALS LTD","Materials","10/09/2008",4488028
"PV1","PROVARIS ENERGY LTD","Energy","21/03/2005",6238203
"PVE","PO VALLEY ENERGY LIMITED","Energy","14/12/2004",42881580
"PVL","POWERHOUSE VENTURES LIMITED","Financial Services","12/10/2016",12623899
"PVT","PIVOTAL METALS LIMITED","Materials","26/07/2018",5896968
"PVW","PVW RESOURCES LIMITED","Materials","12/11/2009",2784667
"PWH","PWR HOLDINGS LIMITED","Automobiles & Components","18/11/2015",653665415
"PWN","PARKWAY CORPORATE LIMITED","Materials","13/05/2011",30438252
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","27/04/2021",225655449
"PXA","PEXA GROUP LIMITED","Real Estate Management & Development","01/07/2021",1999644844
"PXX","POLARX LIMITED","Materials","21/12/2012",14253006
"PYC","PYC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/03/2005",581248756
"QAL","QUALITAS LIMITED","Real Estate Management & Development","16/12/2021",699405392
"QAN","QANTAS AIRWAYS LIMITED","Transportation","31/07/1995",12635213980
"QBE","QBE INSURANCE GROUP LIMITED","Insurance","28/06/1973",29741218503
"QEM","QEM LIMITED","Materials","19/10/2018",10114185
"QFE","QUICKFEE LIMITED","Financial Services","11/07/2019",23928923
"QGL","QUANTUM GRAPHITE LIMITED","Materials","06/01/2014",160419708
"QHL","QUICKSTEP HOLDINGS LIMITED","Capital Goods","17/10/2005",39449418
"QML","QMINES LIMITED","Materials","06/05/2021",18442824
"QOR","QORIA LIMITED","Software & Services","29/08/2016",449046921
"QPM","QPM ENERGY LIMITED","Materials","14/03/2008",93435731
"QRI","QUALITAS REAL ESTATE INCOME FUND","Financial Services","27/11/2018",954986035
"QUB","QUBE HOLDINGS LIMITED","Transportation","04/01/2007",6756861886
"QUE","QUESTE COMMUNICATIONS LIMITED","Financial Services","11/11/1998",1191183
"QXR","QX RESOURCES LIMITED","Materials","17/02/2011",3930234
"R8R","REGENER8 RESOURCES NL","Materials","08/07/2022",3950200
"RAC","RACE ONCOLOGY LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/07/2016",182407951
"RAD","RADIOPHARM THERANOSTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","25/11/2021",46679603
"RAG","RAGNAR METALS LIMITED","Materials","31/03/2005",9479720
"RAN","RANGE INTERNATIONAL LIMITED","Materials","22/07/2016",1878581
"RAS","RAGUSA MINERALS LTD","Materials","13/07/2010",3279772
"RAU","RESOURO STRATEGIC METALS INC.","Materials","14/06/2024",17904089
"RB6","RUBIX RESOURCES LIMITED","Materials","23/12/2021",5038900
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","Consumer Services","28/09/2017",380513495
"RBR","RBR GROUP LIMITED","Materials","02/02/2007",3120285
"RBX","RESOURCE BASE LIMITED.","Materials","12/07/2021",3455535
"RC1","REDCASTLE RESOURCES LIMITED","Materials","21/03/2003",5948535
"RCE","RECCE PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","09/04/2016",79995708
"RCL","READCLOUD LIMITED","Software & Services","07/02/2018",14496939
"RCR","RINCON RESOURCES LIMITED","Materials","21/12/2020",3803312
"RCT","REEF CASINO TRUST","Consumer Services","11/02/1994",161355357
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","Capital Goods","19/05/2011",20656007
"RDM","RED METAL LIMITED","Materials","07/07/2004",37764091
"RDN","RAIDEN RESOURCES LIMITED","Materials","12/03/1987",13803566
"RDS","REDSTONE RESOURCES LIMITED","Materials","03/08/2006",2776135
"RDX","REDOX LIMITED","Capital Goods","03/07/2023",1433472298
"RDY","READYTECH HOLDINGS LIMITED","Software & Services","17/04/2019",274815169
"REA","REA GROUP LTD","Media & Entertainment","01/12/1999",30656479033
"REC","RECHARGE METALS LIMITED","Materials","11/10/2021",2821390
"REE","RAREX LIMITED","Materials","11/07/2007",16817763
"REG","REGIS HEALTHCARE LIMITED","Health Care Equipment & Services","07/10/2014",1958120775
"REH","REECE LIMITED","Capital Goods","01/01/1974",9612244613
"REM","REMSENSE TECHNOLOGIES LIMITED","Capital Goods","02/11/2021",8194465
"REP","RAM ESSENTIAL SERVICES PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","20/10/2021",275640974
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","Transportation","09/11/2005","SUSPENDED"
"REY","REY RESOURCES LIMITED","Energy","05/06/2006",8039314
"REZ","RESOURCES & ENERGY GROUP LIMITED","Materials","11/03/2005",16119339
"RF1","REGAL INVESTMENT FUND","Not Applic","17/06/2019",603017181
"RFA","RARE FOODS AUSTRALIA LIMITED","Food, Beverage & Tobacco","14/11/2017",1903883
"RFF","RURAL FUNDS GROUP","Equity Real Estate Investment Trusts (REITs)","14/02/2014",678118018
"RFG","RETAIL FOOD GROUP LIMITED","Consumer Services","22/06/2006",109814227
"RFT","RECTIFIER TECHNOLOGIES LTD","Capital Goods","22/09/1994",9679464
"RFX","REDFLOW LIMITED","Capital Goods","09/04/2010","SUSPENDED"
"RG8","REGAL ASIAN INVESTMENTS LIMITED","Not Applic","13/11/2019",255282702
"RGL","RIVERSGOLD LIMITED","Materials","10/10/2017",6734850
"RGN","REGION GROUP","Equity Real Estate Investment Trusts (REITs)","26/11/2012",2523386023
"RGT","ARGENT BIOPHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","21/12/2006",10669008
"RHC","RAMSAY HEALTH CARE LIMITED","Health Care Equipment & Services","24/09/1997",7675091216
"RHI","RED HILL MINERALS LIMITED","Materials","14/02/2006",193024151
"RHT","RESONANCE HEALTH LIMITED","Health Care Equipment & Services","23/10/1987",18384646
"RHY","RHYTHM BIOSCIENCES LIMITED","Health Care Equipment & Services","07/12/2017",19851773
"RIC","RIDLEY CORPORATION LIMITED","Food, Beverage & Tobacco","13/08/1987",770631820
"RIE","RIEDEL RESOURCES LIMITED","Materials","31/01/2011",1556690
"RIL","REDIVIUM LIMITED","Materials","05/12/2003","SUSPENDED"
"RIM","RIMFIRE PACIFIC MINING LIMITED","Materials","04/03/1997",52875772
"RIO","RIO TINTO LIMITED","Materials","19/09/1962",40640751328
"RKN","RECKON LIMITED","Software & Services","19/07/1999",53815045
"RKT","ROCKETDNA LTD.","Technology Hardware & Equipment","18/06/2018",8239709
"RLC","REEDY LAGOON CORPORATION LIMITED","Materials","22/06/2007",1553413
"RLF","RLF AGTECH LTD","Materials","21/04/2022",15072785
"RLG","ROOLIFE GROUP LTD","Media & Entertainment","16/11/2016",5984125
"RLL","RAPID LITHIUM LIMITED","Materials","24/12/2021",3734834
"RLT","RENERGEN LIMITED","Energy","06/06/2019",74279116
"RMC","RESIMAC GROUP LTD","Financial Services","19/03/2001",331998601
"RMD","RESMED INC","Health Care Equipment & Services","25/11/1999",51199289849
"RMI","RESOURCE MINING CORPORATION LIMITED","Materials","14/02/1985",2661623
"RML","RESOLUTION MINERALS LTD","Materials","22/09/2017",3680508
"RMS","RAMELIUS RESOURCES LIMITED","Materials","31/03/2003",2738402718
"RMX","RED MOUNTAIN MINING LIMITED","Materials","01/09/2011",3254705
"RMY","RMA GLOBAL LIMITED","Media & Entertainment","05/07/2018",21922944
"RND","RAND MINING LIMITED","Materials","15/08/1985",97826653
"RNEDB","RENU ENERGY LIMITED","Utilities","12/09/2002","SUSPENDED"
"RNT","RENT.COM.AU LIMITED","Media & Entertainment","26/05/1994",12130619
"RNU","RENASCOR RESOURCES LIMITED","Materials","15/12/2010",106810852
"RNV","RENERVE LIMITED","Health Care Equipment & Services","26/11/2024",15675442
"RNX","RENEGADE EXPLORATION LIMITED","Materials","14/11/2006",4494012
"ROC","ROCKETBOOTS LIMITED","Software & Services","07/12/2021",13106327
"ROG","RED SKY ENERGY LIMITED.","Energy","23/05/2007",27111136
"RON","RONIN RESOURCES LTD","Materials","16/12/2021",6863752
"RPG","RAPTIS GROUP LIMITED","Real Estate Management & Development","17/07/1986",634864
"RPL","REGAL PARTNERS LIMITED","Financial Services","21/06/2019",640460875
"RPM","RPM AUTOMOTIVE GROUP LIMITED","Automobiles & Components","10/11/1983",12470845
"RR1","REACH RESOURCES LIMITED","Materials","06/11/2002",6995451
"RRL","REGIS RESOURCES LIMITED","Materials","19/02/1987",3188116037
"RRR","REVOLVER RESOURCES HOLDINGS LTD","Materials","23/09/2021",9013101
"RSG","RESOLUTE MINING LIMITED","Materials","11/01/1979",872910505
"RSH","RESPIRI LIMITED","Health Care Equipment & Services","14/07/2000",45683039
"RTG","RTG MINING INC.","Materials","05/06/2014",28216292
"RTH","RAS TECHNOLOGY HOLDINGS LIMITED","Commercial & Professional Services","23/11/2021",34786779
"RTR","RUMBLE RESOURCES LIMITED","Materials","01/07/2011",29105345
"RUL","RPMGLOBAL HOLDINGS LIMITED","Software & Services","27/05/2008",571723883
"RVT","RICHMOND VANADIUM TECHNOLOGY LIMITED","Materials","13/12/2022",32165833
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","Capital Goods","29/04/2016",3125098893
"RWD","REWARD MINERALS LTD","Materials","12/12/1991",16239394
"RWL","RUBICON WATER LIMITED","Technology Hardware & Equipment","02/09/2021",62580725
"RXH","REWARDLE HOLDINGS LIMITED","Media & Entertainment","07/10/2014","SUSPENDED"
"RXL","ROX RESOURCES LIMITED","Materials","27/04/2004",213189273
"RYD","RYDER CAPITAL LIMITED","Not Applic","28/09/2015",95351853
"RZI","RAIZ INVEST LIMITED","Financial Services","21/06/2018",54764053
"S2R","S2 RESOURCES LTD","Materials","19/10/2015",43927225
"S32","SOUTH32 LIMITED","Materials","18/05/2015",11958741106
"S66","STAR COMBO PHARMA LIMITED","Household & Personal Products","16/05/2018",16885373
"SAN","SAGALIO ENERGY LIMITED","Energy","15/12/2011",1023301
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","Not Applic","16/06/2021",58007123
"SBM","ST BARBARA LIMITED","Materials","15/05/1969",227397732
"SBR","SABRE RESOURCES LIMITED","Materials","17/12/1987",2357772
"SCG","SCENTRE GROUP","Equity Real Estate Investment Trusts (REITs)","25/06/2014",17396937790
"SCN","SCORPION MINERALS LIMITED","Materials","07/03/2007",9210711
"SCP","SCALARE PARTNERS HOLDINGS LIMITED","Consumer Staples Distribution & Retail","19/02/2019",18629194
"SCT","SCOUT SECURITY LIMITED","Consumer Services","25/08/2017","SUSPENDED"
"SDF","STEADFAST GROUP LIMITED","Insurance","02/08/2013",5996095459
"SDI","SDI LIMITED","Health Care Equipment & Services","07/11/1985",103413011
"SDR","SITEMINDER LIMITED","Software & Services","08/11/2021",1068214832
"SDV","SCIDEV LTD","Materials","02/05/2002",78886602
"SEC","SPHERIA EMERGING COMPANIES LIMITED","Not Applic","05/12/2017",131333323
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","Media & Entertainment","28/11/2000",69363972
"SEK","SEEK LIMITED","Media & Entertainment","19/04/2005",7300541087
"SEN","SENETAS CORPORATION LIMITED","Technology Hardware & Equipment","21/06/1984",34776401
"SEQ","SEQUOIA FINANCIAL GROUP LTD","Financial Services","19/09/2000",34726332
"SER","STRATEGIC ENERGY RESOURCES LIMITED","Materials","15/08/1991",4026200
"SFC","SCHAFFER CORPORATION LIMITED","Automobiles & Components","01/01/1974",282145153
"SFG","SEAFARMS GROUP LIMITED","Food, Beverage & Tobacco","14/06/1990",9673198
"SFM","SANTA FE MINERALS LTD","Materials","07/10/2011",2767114
"SFR","SANDFIRE RESOURCES LIMITED","Materials","04/03/2004",4022844543
"SFX","SHEFFIELD RESOURCES LIMITED","Materials","15/12/2010",76986965
"SGA","SARYTOGAN GRAPHITE LIMITED","Materials","18/07/2022",7239333
"SGF","SG FLEET GROUP LIMITED","Commercial & Professional Services","04/03/2014",1186687672
"SGH","SGH LIMITED","Capital Goods","30/04/2010",18375967240
"SGI","STEALTH GROUP HOLDINGS LTD","Capital Goods","02/10/2018",78412079
"SGLLV","RICEGROWERS LIMITED","Food, Beverage & Tobacco","08/04/2019",690288942
"SGM","SIMS LIMITED","Materials","21/10/2005",2471204400
"SGP","STOCKLAND","Equity Real Estate Investment Trusts (REITs)","19/02/1987",11999090000
"SGQ","ST GEORGE MINING LIMITED","Materials","16/11/2010",48020804
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","Consumer Services","06/06/2011","SUSPENDED"
"SHA","SHAPE AUSTRALIA CORPORATION LIMITED","Capital Goods","17/12/2021",245458424
"SHE","STONEHORSE ENERGY LIMITED","Energy","24/07/2000",3422300
"SHG","SINGULAR HEALTH GROUP LTD","Health Care Equipment & Services","12/02/2021",53160902
"SHJ","SHINE JUSTICE LTD","Consumer Services","15/05/2013",120061970
"SHL","SONIC HEALTHCARE LIMITED","Health Care Equipment & Services","30/04/1987",12279125550
"SHM","SHRIRO HOLDINGS LIMITED","Consumer Durables & Apparel","23/06/2015",52970063
"SHN","SUNSHINE METALS LIMITED","Materials","25/01/2002",11905869
"SHO","SPORTSHERO LIMITED","Media & Entertainment","12/06/2008",19749044
"SHP","SOUTH HARZ POTASH LTD","Materials","20/01/2017",6495472
"SHV","SELECT HARVESTS LIMITED","Food, Beverage & Tobacco","15/06/1978",726170035
"SIG","SIGMA HEALTHCARE LIMITED","Health Care Equipment & Services","30/10/2002",34284797423
"SIO","SIMONDS GROUP LIMITED","Consumer Durables & Apparel","20/11/2014",61184097
"SIQ","SMARTGROUP CORPORATION LTD","Commercial & Professional Services","02/07/2014",985828479
"SIS","SIMBLE SOLUTIONS LIMITED","Software & Services","22/02/2018",3505321
"SIT","SITE GROUP INTERNATIONAL LIMITED","Consumer Services","21/08/1987","SUSPENDED"
"SIV","SIV CAPITAL LIMITED","Capital Goods","31/05/2005","SUSPENDED"
"SIX","SPRINTEX LIMITED","Automobiles & Components","29/05/2008",28289066
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","Consumer Services","29/03/1999",836225730
"SKK","STAKK LIMITED","Telecommunication Services","15/06/2004",11412938
"SKM","SKYLARK MINERALS LIMITED","Materials","16/08/2006","--"
"SKN","SKIN ELEMENTS LIMITED","Household & Personal Products","06/01/2017",3225642
"SKO","SERKO LIMITED","Software & Services","25/06/2018",406317011
"SKS","SKS TECHNOLOGIES GROUP LIMITED","Capital Goods","01/01/1974",170735517
"SKT","SKY NETWORK TELEVISION LIMITED.","Media & Entertainment","04/07/2005",294624521
"SKY","SKY METALS LIMITED","Materials","11/03/2004",29849533
"SLA","SOLARA MINERALS LTD","Materials","17/11/2021",6088406
"SLB","STELAR METALS LIMITED","Materials","18/03/2022",3877033
"SLC","SUPERLOOP LIMITED","Telecommunication Services","04/06/2015",1090317531
"SLH","SILK LOGISTICS HOLDINGS LIMITED","Transportation","09/07/2021",111312471
"SLM","SOLIS MINERALS LTD.","Materials","24/12/2021",8784488
"SLS","SOLSTICE MINERALS LIMITED","Materials","02/05/2022",18622021
"SLX","SILEX SYSTEMS LIMITED","Capital Goods","07/05/1998",728594335
"SLZ","SULTAN RESOURCES LTD","Materials","16/08/2018",1620289
"SM1","SYNLAIT MILK LIMITED","Food, Beverage & Tobacco","25/11/2016",398110745
"SMI","SANTANA MINERALS LIMITED","Materials","31/05/2013",343291371
"SMM","SOMERSET MINERALS LIMITED","Materials","15/08/2018",2618924
"SMN","STRUCTURAL MONITORING SYSTEMS PLC","Technology Hardware & Equipment","16/08/2004",50920666
"SMP","SMARTPAY HOLDINGS LIMITED","Financial Services","04/09/2013",159682686
"SMR","STANMORE RESOURCES LIMITED","Materials","09/12/2009",1586449276
"SMS","STAR MINERALS LIMITED","Materials","27/10/2021",3795166
"SMX","STRATA MINERALS LIMITED.","Materials","07/05/2021",7239087
"SNC","SANDON CAPITAL INVESTMENTS LIMITED","Not Applic","23/12/2013",108535449
"SND","SAUNDERS INTERNATIONAL LIMITED","Capital Goods","05/12/2007",102291356
"SNG","SIREN GOLD LIMITED","Materials","07/10/2020",10510589
"SNL","SUPPLY NETWORK LIMITED","Consumer Discretionary Distribution & Retail","10/09/1987",1499300793
"SNS","SENSEN NETWORKS LIMITED","Software & Services","31/05/2007",18239862
"SNT","SYNTARA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","10/11/2003",86081437
"SNX","SIERRA NEVADA GOLD INC.","Materials","03/05/2022",2776386
"SNZ","SUMMERSET GROUP HOLDINGS LIMITED","Health Care Equipment & Services","18/07/2013",2455087073
"SOC","SOCO CORPORATION LTD","Software & Services","23/12/2022",8361305
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","Financial Services","21/01/1903",12826779641
"SOM","SOMNOMED LIMITED","Health Care Equipment & Services","27/08/2004",98329255
"SOP","SYNERTEC CORPORATION LIMITED","Commercial & Professional Services","28/05/2013",20773377
"SOR","STRATEGIC ELEMENTS LIMITED","Financial Services","11/08/2011",16877104
"SP3","SPECTUR LIMITED","Technology Hardware & Equipment","01/08/2017",3697801
"SP8","STREAMPLAY STUDIO LIMITED","Media & Entertainment","09/06/1971",7688187
"SPA","SPACETALK LTD","Software & Services","17/07/2001",10523100
"SPD","SOUTHERN PALLADIUM LIMITED","Materials","08/06/2022",30468250
"SPG","SPC GLOBAL HOLDINGS LTD","Food, Beverage & Tobacco","29/06/2012",71403296
"SPK","SPARK NEW ZEALAND LIMITED","Telecommunication Services","22/08/1991",3627499213
"SPL","STARPHARMA HOLDINGS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/09/2000",38058455
"SPN","SPARC TECHNOLOGIES LIMITED","Materials","03/07/1986",15339672
"SPQ","SUPERIOR RESOURCES LIMITED","Materials","12/11/2007",10849319
"SPR","SPARTAN RESOURCES LIMITED","Materials","11/12/2009",2383711984
"SPX","SPENDA LIMITED","Software & Services","29/05/2002",27691293
"SPZ","SMART PARKING LIMITED","Commercial & Professional Services","09/01/2007",303061625
"SQX","SQX RESOURCES LIMITED","Materials","20/02/2023",2437500
"SRG","SRG GLOBAL LIMITED","Capital Goods","17/08/2007",739849183
"SRH","SAFEROADS HOLDINGS LIMITED","Transportation","15/12/2005",6992865
"SRI","SIPA RESOURCES LIMITED","Materials","23/08/1990",4163983
"SRJ","SRJ TECHNOLOGIES GROUP PLC","Energy","18/09/2020",15598212
"SRK","STRIKE RESOURCES LIMITED","Materials","07/03/2000",7661250
"SRL","SUNRISE ENERGY METALS LIMITED","Materials","09/11/2007",25263699
"SRN","SUREFIRE RESOURCES NL","Materials","11/06/1999",7248923
"SRR","SARAMA RESOURCES LTD","Materials","02/05/2022",10109975
"SRT","STRATA INVESTMENT HOLDINGS PLC","Materials","27/05/2021","SUSPENDED"
"SRV","SERVCORP LIMITED","Real Estate Management & Development","06/12/1999",489491924
"SRY","STORY-I LIMITED","Consumer Discretionary Distribution & Retail","20/01/2015","SUSPENDED"
"SRZ","STELLAR RESOURCES LIMITED","Materials","28/04/2005",33276009
"SS1","SUN SILVER LIMITED","Materials","15/05/2024",93106065
"SSG","SHAVER SHOP GROUP LIMITED","Consumer Discretionary Distribution & Retail","01/07/2016",159835243
"SSH","SSH GROUP LTD","Energy","17/09/2021",9555479
"SSL","SIETEL LIMITED","Real Estate Management & Development","01/01/1974",77752621
"SSM","SERVICE STREAM LIMITED","Capital Goods","09/12/2004",1068678618
"SST","STEAMSHIPS TRADING COMPANY LIMITED","Capital Goods","30/06/1962",426673341
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","Software & Services","22/10/1999",79874060
"STA","STRANDLINE RESOURCES LIMITED","Materials","17/05/2000","SUSPENDED"
"STG","STRAKER LIMITED","Media & Entertainment","22/10/2018",27665899
"STK","STRICKLAND METALS LIMITED","Materials","06/04/2006",181008009
"STM","SUNSTONE METALS LTD","Materials","22/03/2007",53589183
"STN","SATURN METALS LIMITED","Materials","09/03/2018",84943343
"STO","SANTOS LIMITED","Energy","01/10/1954",18382394959
"STP","STEP ONE CLOTHING LIMITED","Consumer Discretionary Distribution & Retail","01/11/2021",147345531
"STX","STRIKE ENERGY LIMITED","Energy","05/08/2004",473038152
"SUH","SOUTHERN HEMISPHERE MINING LIMITED","Materials","05/01/2010",17669761
"SUL","SUPER RETAIL GROUP LIMITED","Consumer Discretionary Distribution & Retail","08/12/2000",2847672165
"SUM","SUMMIT MINERALS LIMITED","Materials","05/08/2022",4269271
"SUN","SUNCORP GROUP LIMITED","Insurance","07/07/1988",19969921714
"SVG","SAVANNAH GOLDFIELDS LIMITED","Materials","02/04/1987",8982079
"SVL","SILVER MINES LIMITED","Materials","19/01/2007",156620234
"SVM","SOVEREIGN METALS LIMITED","Materials","22/01/2007",439918318
"SVR","SOLVAR LIMITED","Financial Services","19/10/2006",276484779
"SVY","STAVELY MINERALS LIMITED","Materials","07/05/2014",9248716
"SW1","SWIFT NETWORKS GROUP LIMITED","Media & Entertainment","30/06/1994",5972400
"SWF","SELFWEALTH LIMITED","Financial Services","23/11/2017",63501584
"SWM","SEVEN WEST MEDIA LIMITED","Media & Entertainment","09/01/1992",207783968
"SWP","SWOOP HOLDINGS LIMITED","Telecommunication Services","06/10/1988",24488557
"SX2","SOUTHERN CROSS GOLD CONSOLIDATED LTD.","Materials","16/01/2025",1019184767
"SXE","SOUTHERN CROSS ELECTRICAL ENGINEERING LTD","Capital Goods","28/11/2007",430759520
"SXL","SOUTHERN CROSS MEDIA GROUP LIMITED","Media & Entertainment","17/11/2005",143939489
"SYA","SAYONA MINING LIMITED","Materials","30/03/2004",184692736
"SYL","SYMAL GROUP LIMITED","Capital Goods","21/11/2024",360145093
"SYR","SYRAH RESOURCES LIMITED","Materials","11/09/2007",208448963
"T3D","333D LIMITED","Commercial & Professional Services","27/12/2006",880917
"T88","TAITON RESOURCES LIMITED","Materials","19/12/2022",7073451
"T92","TERRA URANIUM LIMITED","Energy","08/09/2022",3130954
"TAH","TABCORP HOLDINGS LIMITED","Consumer Services","15/08/1994",1291730352
"TAL","TALIUS GROUP LIMITED","Software & Services","02/06/2006",20072405
"TAM","TANAMI GOLD NL","Materials","11/12/1986",34077814
"TAR","TARUGA MINERALS LIMITED","Materials","07/02/2012",5648214
"TAS","TASMAN RESOURCES LTD","Materials","18/12/2001",3220998
"TAT","TARTANA MINERALS LIMITED","Media & Entertainment","17/12/2004",8565836
"TBN","TAMBORAN RESOURCES CORPORATION","Energy","02/07/2021",479713542
"TBR","TRIBUNE RESOURCES LIMITED","Materials","04/05/1989",243976558
"TCF","360 CAPITAL MORTGAGE REIT","Not Applic","17/10/2006",32940332
"TCG","TURACO GOLD LIMITED","Materials","22/07/2008",342904955
"TCL","TRANSURBAN GROUP","Transportation","14/03/1996",42211809444
"TCO","TRANSMETRO CORPORATION LIMITED","Consumer Services","17/09/1987",25694934
"TD1","TALI DIGITAL LIMITED","Health Care Equipment & Services","23/09/2004",3295156
"TDO","3D ENERGI LIMITED","Energy","22/05/2007",32013461
"TEA","TASMEA LIMITED","Capital Goods","29/04/2024",575242795
"TEE","TOP END ENERGY LIMITED","Energy","04/04/2022",19549688
"TEG","TRIANGLE ENERGY (GLOBAL) LIMITED","Energy","06/01/2006",9401553
"TEK","THORNEY TECHNOLOGIES LTD","Not Applic","10/05/2005",43450797
"TEM","TEMPEST MINERALS LIMITED","Materials","28/03/2017",3172649
"TER","TERRACOM LIMITED","Energy","22/07/2010",56067636
"TFL","TASFOODS LIMITED","Food, Beverage & Tobacco","16/12/1999",1529834
"TG1","TECHGEN METALS LTD","Materials","07/04/2021",3966643
"TG6","TG METALS LIMITED","Materials","26/05/2022",7004336
"TGF","TRIBECA GLOBAL NATURAL RESOURCES LIMITED","Not Applic","12/10/2018",97701998
"TGH","TERRAGEN HOLDINGS LIMITED","Materials","11/12/2019",12625429
"TGM","THETA GOLD MINES LIMITED","Materials","07/04/2011",118722865
"TGN","TUNGSTEN MINING NL","Materials","17/12/2012",79064456
"TGP","360 CAPITAL GROUP","Financial Services","26/07/2005",119123034
"THB","THUNDERBIRD RESOURCES LIMITED","Materials","29/08/1997",3288973
"THL","TOURISM HOLDINGS RENTALS LIMITED","Transportation","02/12/2022",322803179
"THR","THOR ENERGY PLC","Materials","27/09/2006",10034060
"TI1","TOMBADOR IRON LIMITED","Materials","22/11/2004","SUSPENDED"
