Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
LEGH|Legacy Housing Corporation - Common Stock|Q|N|N|100|N|N
LEGN|Legend Biotech Corporation - American Depositary Shares|Q|N|N|100|N|N
LEGR|First Trust Indxx Innovative Transaction & Process ETF|G|N|N|100|Y|N
LENZ|LENZ Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
LESL|Leslie's, Inc. - Common Stock|Q|N|D|100|N|N
LEXI|Alexis Practical Tactical ETF|G|N|N|100|Y|N
LEXX|Lexaria Bioscience Corp. - Common Stock|S|N|N|100|N|N
LEXXW|Lexaria Bioscience Corp. - Warrant|S|N|N|100|N|N
LFCR|Lifecore Biomedical, Inc. - Common Stock|Q|N|N|100|N|N
LFMD|LifeMD, Inc. - Common Stock|G|N|N|100|N|N
LFMDP|LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock|G|N|N|100|N|N
LFSC|F/m Emerald Life Sciences Innovation ETF|G|N|N|100|Y|N
LFST|LifeStance Health Group, Inc. - Common Stock|Q|N|N|100|N|N
LFUS|Littelfuse, Inc. - Common Stock|Q|N|N|100|N|N
LFVN|Lifevantage Corporation - Common Stock|S|N|N|100|N|N
LFWD|Lifeward Ltd. - Ordinary Shares|S|N|D|100|N|N
LGCB|Linkage Global Inc - Class A Ordinary Shares|S|N|N|100|N|N
LGCF|Themes US Cash Flow Champions ETF|G|N|N|100|Y|N
LGCL|Lucas GC Limited - Ordinary Shares|S|N|N|100|N|N
LGHL|Lion Group Holding Ltd. - American Depositary Share|S|N|N|100|N|N
LGIH|LGI Homes, Inc. - Common Stock|Q|N|N|100|N|N
LGND|Ligand Pharmaceuticals Incorporated - Common Stock|G|N|N|100|N|N
LGO|Largo Inc. - Common Shares|Q|N|N|100|N|N
LGRO|Level Four Large Cap Growth Active ETF|G|N|N|100|Y|N
LGVN|Longeveron Inc. - Class A Common stock|S|N|N|100|N|N
LHAI|Linkhome Holdings Inc. - Common stock|S|N|N|100|N|N
LHSW|Lianhe Sowell International Group Ltd - Ordinary Shares|S|N|N|100|N|N
LI|Li Auto Inc. - American Depositary Shares|Q|N|N|100|N|N
LICN|Lichen International Limited - Class A Ordinary Shares|S|N|N|100|N|N
LIDR|AEye, Inc. - Class A Common Stock|S|N|N|100|N|N
LIDRW|AEye, Inc. - Warrant|S|N|N|100|N|N
LIEN|Chicago Atlantic BDC, Inc. - Common Stock|G|N|N|100|N|N
LIF|Life360, Inc. - Common Stock|Q|N|N|100|N|N
LILA|Liberty Latin America Ltd. - Class A Common Stock|Q|N|N|100|N|N
LILAK|Liberty Latin America Ltd. - Class C Common Stock|Q|N|N|100|N|N
LIMN|Liminatus Pharma, Inc. - Class A Common Stock|G|N|E|100|N|N
LIMNW|Liminatus Pharma, Inc. - Warrants|S|N|E|100|N|N
LIN|Linde plc - Ordinary Shares|Q|N|N|100|N|N
LINC|Lincoln Educational Services Corporation - Common Stock|Q|N|N|100|N|N
LIND|Lindblad Expeditions Holdings Inc.  - Common Stock|S|N|N|100|N|N
LINE|Lineage, Inc. - Common Stock|Q|N|N|100|N|N
LINK|Interlink Electronics, Inc. - Common Stock|S|N|N|100|N|N
LIQT|LiqTech International, Inc. - Common Stock|S|N|N|100|N|N
LITE|Lumentum Holdings Inc. - Common Stock|Q|N|N|100|N|N
LITM|Snow Lake Resources Ltd. - Common Shares|S|N|N|100|N|N
LITP|Sprott Lithium Miners ETF|G|N|N|100|Y|N
LIVE|Live Ventures Incorporated - Common Stock|S|N|N|100|N|N
LIVN|LivaNova PLC - Ordinary Shares|Q|N|N|100|N|N
LIVR|Intelligent Livermore ETF|G|N|N|100|Y|N
LIXT|Lixte Biotechnology Holdings, Inc. - Common Stock|S|N|N|100|N|N
LIXTW|Lixte Biotechnology Holdings, Inc. - Warrants|S|N|N|100|N|N
LKFN|Lakeland Financial Corporation - Common Stock|Q|N|N|100|N|N
LKQ|LKQ Corporation - Common Stock|Q|N|N|100|N|N
LLYVA|Liberty Media Corporation - Series A Liberty Live Common Stock|Q|N|N|100|N|N
LLYVK|Liberty Media Corporation - Series C Liberty Live Common Stock|Q|N|N|100|N|N
LLYZ|Defiance Daily Target 2X Short LLY ETF|G|N|N|100|Y|N
LMAT|LeMaitre Vascular, Inc. - Common Stock|G|N|N|100|N|N
LMB|Limbach Holdings, Inc. - Common Stock|S|N|N|100|N|N
LMBS|First Trust Low Duration Opportunities ETF|G|N|N|100|Y|N
LMFA|LM Funding America, Inc. - Common Stock|S|N|N|100|N|N
LMNR|Limoneira Co - Common Stock|Q|N|N|100|N|N
LMTL|Direxion Daily LMT Bull 2X ETF|G|N|N|100|Y|N
LMTS|Direxion Daily LMT Bear 1X ETF|G|N|N|100|Y|N
LNKB|LINKBANCORP, Inc. - Common Stock|S|N|N|100|N|N
LNKS|Linkers Industries Limited - Class A Ordinary Shares|S|N|D|100|N|N
LNSR|LENSAR, Inc. - Common Stock|S|N|N|100|N|N
LNT|Alliant Energy Corporation - Common Stock|Q|N|N|100|N|N
LNTH|Lantheus Holdings, Inc. - Common Stock|G|N|N|100|N|N
LNW|Light & Wonder, Inc.  - Common Stock|Q|N|N|100|N|N
LNZA|LanzaTech Global, Inc. - Common Stock|S|N|N|100|N|N
LNZAW|LanzaTech Global, Inc. - Warrant|S|N|N|100|N|N
LOAN|Manhattan Bridge Capital, Inc - Common Stock|S|N|N|100|N|N
LOBO|LOBO EV TECHNOLOGIES LTD. - Ordinary shares|S|N|D|100|N|N
LOCO|El Pollo Loco Holdings, Inc. - Common Stock|Q|N|N|100|N|N
LOGI|Logitech International S.A. - Registered Shares|Q|N|N|100|N|N
LOGO|Alpha Brands Consumption Leaders ETF|G|N|N|100|Y|N
LOKV|Live Oak Acquisition Corp. V - Class A Ordinary Shares|G|N|N|100|N|N
LOKVU|Live Oak Acquisition Corp. V - Units|G|N|N|100|N|N
LOKVW|Live Oak Acquisition Corp. V - Warrants|G|N|N|100|N|N
LOOP|Loop Industries, Inc. - Common Stock|G|N|N|100|N|N
LOPE|Grand Canyon Education, Inc. - Common Stock|Q|N|N|100|N|N
LOT|Lotus Technology Inc. - American Depositary Shares|Q|N|N|100|N|N
LOTWW|Lotus Technology Inc. - Warrants|S|N|N|100|N|N
LOVE|The Lovesac Company - Common Stock|G|N|N|100|N|N
LPAA|Launch One Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
LPAAU|Launch One Acquisition Corp. - Unit|G|N|N|100|N|N
LPAAW|Launch One Acquisition Corp. - Warrant|G|N|N|100|N|N
LPBB|Launch Two Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
LPBBU|Launch Two Acquisition Corp. - Unit|G|N|N|100|N|N
LPBBW|Launch Two Acquisition Corp. - Warrant|G|N|N|100|N|N
LPCN|Lipocine Inc. - Common Stock|S|N|N|100|N|N
LPLA|LPL Financial Holdings Inc. - Common Stock|Q|N|N|100|N|N
LPRO|Open Lending Corporation - Common Stock|G|N|N|100|N|N
LPSN|LivePerson, Inc. - Common Stock|Q|N|D|100|N|N
LPTH|LightPath Technologies, Inc. - Class A Common Stock|S|N|N|100|N|N
LPTX|Leap Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
LQDA|Liquidia Corporation - Common Stock|S|N|N|100|N|N
LQDT|Liquidity Services, Inc. - Common Stock|Q|N|N|100|N|N
LRCX|Lam Research Corporation - Common Stock|Q|N|N|100|N|N
LRE|Lead Real Estate Co., Ltd - American Depositary Shares|S|N|N|100|N|N
LRGE|ClearBridge Large Cap Growth Select ETF|G|N|N|100|Y|N
LRHC|La Rosa Holdings Corp. - Common Stock|S|N|N|100|N|N
LRMR|Larimar Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
LRND|NYLI U.S. Large Cap R&D Leaders ETF|G|N|N|100|Y|N
LSAK|Lesaka Technologies, Inc. - Common Stock|Q|N|N|100|N|N
LSB|LakeShore Biopharma Co., Ltd - Ordinary Shares|S|N|N|100|N|N
LSBK|Lake Shore Bancorp, Inc. - Common Stock|G|N|N|100|N|N
LSBPW|LakeShore Biopharma Co., Ltd - Warrants|S|N|N|100|N|N
LSCC|Lattice Semiconductor Corporation - Common Stock|Q|N|N|100|N|N
LSE|Leishen Energy Holding Co., Ltd. - Ordinary Shares|S|N|N|100|N|N
LSH|Lakeside Holding Limited - Common Stock|S|N|D|100|N|N
LSTA|Lisata Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
LSTR|Landstar System, Inc. - Common Stock|Q|N|N|100|N|N
LTBR|Lightbridge Corporation - Common Stock|S|N|N|100|N|N
LTRN|Lantern Pharma Inc. - Common Stock|S|N|N|100|N|N
LTRX|Lantronix, Inc. - Common Stock|S|N|N|100|N|N
LTRYW|Lottery.com, Inc. - Warrant|G|N|D|100|N|N
LUCD|Lucid Diagnostics Inc. - Common Stock|S|N|N|100|N|N
LUCY|Innovative Eyewear, Inc. - Common Stock|S|N|N|100|N|N
LUCYW|Innovative Eyewear, Inc. - Warrants|S|N|N|100|N|N
LULU|lululemon athletica inc. - Common Stock|Q|N|N|100|N|N
LUNG|Pulmonx Corporation - Common Stock|Q|N|N|100|N|N
LUNR|Intuitive Machines, Inc. - Class A Common Stock|G|N|N|100|N|N
LVHD|Franklin U.S. Low Volatility High Dividend Index ETF|G|N|N|100|Y|N
LVLU|Lulu's Fashion Lounge Holdings, Inc. - Common Stock|S|N|N|100|N|N
LVO|LiveOne, Inc. - Common Stock|S|N|D|100|N|N
LVRO|Lavoro Limited - Class A Ordinary Shares|G|N|E|100|N|N
LVROW|Lavoro Limited - Warrant|G|N|E|100|N|N
LVTX|LAVA Therapeutics N.V. - Ordinary Shares|Q|N|N|100|N|N
LWAC|LightWave Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
LWACU|LightWave Acquisition Corp. - Units|G|N|N|100|N|N
LWACW|LightWave Acquisition Corp. - Warrants|G|N|N|100|N|N
LWAY|Lifeway Foods, Inc. - Common Stock|G|N|N|100|N|N
LWLG|Lightwave Logic, Inc. - Common Stock|S|N|N|100|N|N
LX|LexinFintech Holdings Ltd. - American Depositary Shares|Q|N|N|100|N|N
LXEH|Lixiang Education Holding Co., Ltd. - American Depositary Shares|G|N|N|100|N|N
LXEO|Lexeo Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
LXRX|Lexicon Pharmaceuticals, Inc. - Common Stock|S|N|N|100|N|N
LYEL|Lyell Immunopharma, Inc. - Common Stock|Q|N|N|100|N|N
LYFT|Lyft, Inc. - Class A Common Stock|Q|N|N|100|N|N
LYRA|Lyra Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
LYTS|LSI Industries Inc. - Common Stock|Q|N|N|100|N|N
LZ|LegalZoom.com, Inc. - Common Stock|Q|N|N|100|N|N
LZMH|LZ Technology Holdings Limited - Class B Ordinary Shares|S|N|N|100|N|N
MAAS|Maase Inc. - Class A Ordinary Shares|G|N|N|100|N|N
MACI|Melar Acquisition Corp. I - Class A Ordinary Shares|G|N|N|100|N|N
MACIU|Melar Acquisition Corp. I - Unit|G|N|N|100|N|N
MACIW|Melar Acquisition Corp. I - Warrant|G|N|N|100|N|N
MAGH|Magnitude International Ltd - Ordinary Shares|S|N|N|100|N|N
MAMA|Mama's Creations, Inc. - Common Stock|S|N|N|100|N|N
MAMK|MaxsMaking Inc. - Class A Ordinary Shares|S|N|N|100|N|N
MAMO|Massimo Group - Common Stock|S|N|N|100|N|N
MANH|Manhattan Associates, Inc. - Common Stock|Q|N|N|100|N|N
MAPS|WM Technology, Inc. - Class A Common Stock|Q|N|N|100|N|N
MAPSW|WM Technology, Inc. - Warrants|Q|N|N|100|N|N
MAR|Marriott International - Class A Common Stock|Q|N|N|100|N|N
MARA|MARA Holdings, Inc. - Common Stock|S|N|N|100|N|N
MARPS|Marine Petroleum Trust - Units of Beneficial Interest|S|N|N|100|N|N
MASI|Masimo Corporation - Common Stock|Q|N|N|100|N|N
MASK|3 E Network Technology Group Ltd - Class A Ordinary Shares|S|N|N|100|N|N
MASS|908 Devices Inc. - Common Stock|G|N|N|100|N|N
MAT|Mattel, Inc. - Common Stock|Q|N|N|100|N|N
MATH|Metalpha Technology Holding Limited - Ordinary Shares|S|N|N|100|N|N
MATW|Matthews International Corporation - Class A Common Stock|Q|N|N|100|N|N
MAXI|Simplify Bitcoin Strategy PLUS Income ETF|G|N|N|100|Y|N
MAXN|Maxeon Solar Technologies, Ltd. - Ordinary Shares|Q|N|N|100|N|N
MAYA|Maywood Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
MAYAR|Maywood Acquisition Corp. - Right|G|N|N|100|N|N
MAYAU|Maywood Acquisition Corp. - Unit|G|N|N|100|N|N
MAYS|J. W. Mays, Inc. - Common Stock|S|N|N|100|N|N
MAZE|Maze Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
MB|MasterBeef Group - Ordinary Shares|S|N|N|100|N|N
MBAV|M3-Brigade Acquisition V Corp. - Class A Ordinary shares|G|N|N|100|N|N
MBAVU|M3-Brigade Acquisition V Corp. - Units|G|N|N|100|N|N
MBAVW|M3-Brigade Acquisition V Corp. - Warrant|G|N|N|100|N|N
MBB|iShares MBS ETF|G|N|N|100|Y|N
MBBC|Marathon Bancorp, Inc. - Common Stock|S|N|N|100|N|N
MBCN|Middlefield Banc Corp. - Common Stock|S|N|N|100|N|N
MBIN|Merchants Bancorp - Common Stock|S|N|N|100|N|N
MBINL|Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value|S|N|N|100|N|N
MBINM|Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock|S|N|N|100|N|N
MBINN|Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock|S|N|N|100|N|N
MBIO|Mustang Bio, Inc. - Common Stock|S|N|N|100|N|N
MBLY|Mobileye Global Inc. - Class A Common Stock|Q|N|N|100|N|N
MBNKO|Medallion Bank - Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series G, par value $1.00 per share|S|N|N|100|N|N
MBOT|Microbot Medical Inc.  - Common Stock|S|N|N|100|N|N
MBRX|Moleculin Biotech, Inc. - Common Stock|S|N|D|100|N|N
MBS|Angel Oak Mortgage-Backed Securities ETF|G|N|N|100|Y|N
MBUU|Malibu Boats, Inc. - Common Stock|G|N|N|100|N|N
MBVIU|M3-Brigade Acquisition VI Corp. - Units|G|N|N|100|N|N
MBWM|Mercantile Bank Corporation - Common Stock|Q|N|N|100|N|N
MBX|MBX Biosciences, Inc. - Common Stock|Q|N|N|100|N|N
MCBS|MetroCity Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
MCDS|JPMorgan Fundamental Data Science Mid Core ETF|G|N|N|100|Y|N
MCFT|MasterCraft Boat Holdings, Inc. - Common Stock|G|N|N|100|N|N
MCHB|Mechanics Bancorp - Class A Common Stock|Q|N|N|100|N|N
MCHI|iShares MSCI China ETF|G|N|N|100|Y|N
MCHP|Microchip Technology Incorporated - Common Stock|Q|N|N|100|N|N
MCHPP|Microchip Technology Incorporated - Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock|Q|N|N|100|N|N
MCHS|Matthews China Discovery Active ETF|G|N|N|100|Y|N
MCHX|Marchex, Inc. - Class B Common Stock|Q|N|N|100|N|N
MCRB|Seres Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
MCRI|Monarch Casino & Resort, Inc. - Common Stock|Q|N|N|100|N|N
MCSE|Franklin Sustainable International Equity ETF|G|N|N|100|Y|N
MCTR|CTRL Group Limited - ordinary shares|S|N|N|100|N|N
MCW|Mister Car Wash, Inc. - Common Stock|Q|N|N|100|N|N
MDAI|Spectral AI, Inc. - Class A Common Stock|S|N|N|100|N|N
MDAIW|Spectral AI, Inc. - Warrants|S|N|N|100|N|N
MDB|MongoDB, Inc. - Class A Common Stock|G|N|N|100|N|N
MDBH|MDB Capital Holdings, LLC - Class A common |S|N|N|100|N|N
MDCX|Medicus Pharma Ltd. - Common Stock|S|N|N|100|N|N
MDCXW|Medicus Pharma Ltd. - Warrant|S|N|N|100|N|N
MDGL|Madrigal Pharmaceuticals, Inc. - Common Stock|Q|N|N|100|N|N
MDIA|Mediaco Holding Inc. - Class A Common Stock|S|N|N|100|N|N
MDIV|Multi-Asset Diversified Income Index Fund|G|N|N|100|Y|N
MDLZ|Mondelez International, Inc. - Class A Common Stock|Q|N|N|100|N|N
MDRR|Medalist Diversified REIT, Inc. - Common Stock|S|N|N|100|N|N
MDWD|MediWound Ltd. - Ordinary Shares|G|N|N|100|N|N
MDXG|MiMedx Group, Inc - Common Stock|S|N|N|100|N|N
MDXH|MDxHealth SA - Ordinary Shares|S|N|N|100|N|N
MEDP|Medpace Holdings, Inc. - Common Stock|Q|N|N|100|N|N
MEDX|Horizon Kinetics Medical ETF|G|N|N|100|Y|N
MEGL|Magic Empire Global Limited - Class A Ordinary Shares|S|N|N|100|N|N
MEIP|MEI Pharma, Inc. - Common Stock|S|N|N|100|N|N
MELI|MercadoLibre, Inc. - Common Stock|Q|N|N|100|N|N
MEMS|Matthews Emerging Markets Discovery Active ETF|G|N|N|100|Y|N
MENS|Jyong Biotech Ltd. - Ordinary shares|G|N|N|100|N|N
MEOH|Methanex Corporation - Common Stock|Q|N|N|100|N|N
MERC|Mercer International Inc. - Common Stock|Q|N|N|100|N|N
MESA|Mesa Air Group, Inc. - Common Stock|S|N|N|100|N|N
MESO|Mesoblast Limited - American Depositary Shares|Q|N|N|100|N|N
META|Meta Platforms, Inc. - Class A Common Stock|Q|N|N|100|N|N
METC|Ramaco Resources, Inc. - Class A Common Stock|Q|N|N|100|N|N
METCB|Ramaco Resources, Inc. - Class B Common Stock|Q|N|N|100|N|N
METCI|Ramaco Resources, Inc. - 8.250% Senior Notes due 2030|G|N|N|100|N|N
METCZ|Ramaco Resources, Inc. - 8.375% Senior Notes due 2029|Q|N|N|100|N|N
METD|Direxion Daily META Bear 1X Shares|G|N|N|100|Y|N
METU|Direxion Daily META Bull 2X Shares|G|N|N|100|Y|N
MFH|Mercurity Fintech Holding Inc. - American Ordinary Shares|S|N|N|100|N|N
MFI|mF International Limited - Class A Ordinary Shares|S|N|N|100|N|N
MFIC|MidCap Financial Investment Corporation - Closed End Fund|Q|N|N|100|N|N
MFICL|MidCap Financial Investment Corporation - 8.00% Notes due 2028|Q|N|N|100|N|N
MFIN|Medallion Financial Corp. - Common Stock|Q|N|N|100|N|N
MFLX|First Trust Flexible Municipal High Income ETF|G|N|N|100|Y|N
MGEE|MGE Energy Inc. - Common Stock|Q|N|N|100|N|N
MGIC|Magic Software Enterprises Ltd. - Ordinary Shares|Q|N|N|100|N|N
MGIH|Millennium Group International Holdings Limited - Ordinary Shares|S|N|N|100|N|N
MGNI|Magnite, Inc. - Common Stock|Q|N|N|100|N|N
MGNX|MacroGenics, Inc. - Common Stock|Q|N|N|100|N|N
MGPI|MGP Ingredients, Inc. - Common Stock|Q|N|N|100|N|N
MGRC|McGrath RentCorp - Common Stock|Q|N|N|100|N|N
MGRM|Monogram Technologies Inc. - Common Stock|S|N|N|100|N|N
MGRT|Mega Fortune Company Limited - Ordinary Shares|S|N|N|100|N|N
MGRX|Mangoceuticals, Inc. - Common Stock|S|N|N|100|N|N
MGTX|MeiraGTx Holdings plc - Ordinary Shares|Q|N|N|100|N|N
MGX|Metagenomi, Inc. - Common Stock|Q|N|N|100|N|N
MGYR|Magyar Bancorp, Inc. - Common Stock|G|N|N|100|N|N
MHUA|Meihua International Medical Technologies Co., Ltd. - Ordinary Shares|S|N|D|100|N|N
MIDD|The Middleby Corporation - Common Stock|Q|N|N|100|N|N
MIGI|Mawson Infrastructure Group Inc. - Common Stock|S|N|D|100|N|N
MILN|Global X Millennial Consumer ETF|G|N|N|100|Y|N
MIMI|Mint Incorporation Limited - Class A Ordinary Shares|S|N|N|100|N|N
MIND|MIND Technology, Inc. - Common Stock|S|N|N|100|N|N
MIRA|MIRA Pharmaceuticals, Inc. - Common Stock|S|N|D|100|N|N
MIRM|Mirum Pharmaceuticals, Inc. - common stock|G|N|N|100|N|N
MIST|Milestone Pharmaceuticals Inc. - Common Shares|Q|N|N|100|N|N
MITK|Mitek Systems, Inc. - Common Stock|S|N|N|100|N|N
MJID|Majestic Ideal Holdings Ltd - Ordinary Shares|S|N|N|100|N|N
MKAM|MKAM ETF|G|N|N|100|Y|N
MKDW|MKDWELL Tech Inc. - Ordinary Shares|S|N|D|100|N|N
MKDWW|MKDWELL Tech Inc. - Warrants|S|N|N|100|N|N
MKLYU|McKinley Acquisition Corporation - Units|G|N|N|100|N|N
MKSI|MKS Inc. - Common Stock|Q|N|N|100|N|N
MKTW|MarketWise, Inc. - Class A Common Stock|G|N|N|100|N|N
MKTX|MarketAxess Holdings, Inc. - Common Stock|Q|N|N|100|N|N
MKZR|MacKenzie Realty Capital, Inc. - Common Stock|S|N|N|100|N|N
MLAB|Mesa Laboratories, Inc. - Common Stock|Q|N|N|100|N|N
MLAC|Mountain Lake Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
MLACR|Mountain Lake Acquisition Corp. - Right|G|N|N|100|N|N
MLACU|Mountain Lake Acquisition Corp. - Units|G|N|N|100|N|N
MLCO|Melco Resorts & Entertainment Limited - American Depositary Shares |Q|N|N|100|N|N
MLEC|Moolec Science SA - Ordinary shares|S|N|N|100|N|N
MLECW|Moolec Science SA - Warrant|S|N|N|100|N|N
MLGO|MicroAlgo, Inc. - Ordinary Shares|S|N|N|100|N|N
MLKN|MillerKnoll, Inc. - Common Stock|Q|N|N|100|N|N
MLTX|MoonLake Immunotherapeutics - Class A Ordinary Shares|S|N|N|100|N|N
MLYS|Mineralys Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
MMLP|Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests|Q|N|N|100|N|N
MMSI|Merit Medical Systems, Inc. - Common Stock|Q|N|N|100|N|N
MMYT|MakeMyTrip Limited - Ordinary Shares|Q|N|N|100|N|N
MNDO|MIND C.T.I. Ltd. - Ordinary Shares|G|N|N|100|N|N
MNDR|Mobile-health Network Solutions - Class A Ordinary Shares|S|N|N|100|N|N
MNDY|monday.com Ltd. - Ordinary Shares|Q|N|N|100|N|N
MNKD|MannKind Corporation - Common Stock|G|N|N|100|N|N
MNMD|Mind Medicine (MindMed) Inc. - Common Shares|Q|N|N|100|N|N
MNOV|MediciNova, Inc. - Common Stock|G|N|N|100|N|N
MNPR|Monopar Therapeutics Inc. - Common Stock|S|N|N|100|N|N
MNRO|Monro, Inc.  - Common Stock|Q|N|N|100|N|N
MNSB|MainStreet Bancshares, Inc. - Common Stock|S|N|N|100|N|N
MNSBP|MainStreet Bancshares, Inc. - Depositary Shares|S|N|N|100|N|N
MNST|Monster Beverage Corporation - Common Stock|Q|N|N|100|N|N
MNTK|Montauk Renewables, Inc. - Common Stock|S|N|N|100|N|N
MNTS|Momentus Inc. - Class A Common Stock|S|N|N|100|N|N
MNTSW|Momentus Inc. - Warrant|S|N|N|100|N|N
MNY|MoneyHero Limited - Class A Ordinary Shares|G|N|N|100|N|N
MNYWW|MoneyHero Limited - Warrants|G|N|N|100|N|N
MOB|Mobilicom Limited - American Depositary Shares|S|N|N|100|N|N
MOBBW|Mobilicom Limited - Warrants|S|N|N|100|N|N
MOBX|Mobix Labs, Inc. - Class A Common Stock|S|N|D|100|N|N
MOBXW|Mobix Labs, Inc. - Warrants|S|N|N|100|N|N
MODD|Modular Medical, Inc. - common stock|S|N|D|100|N|N
MODL|VictoryShares WestEnd U.S. Sector ETF|G|N|N|100|Y|N
MOFG|MidWestOne Financial Group, Inc. - Common Stock|Q|N|N|100|N|N
MOGO|Mogo Inc. - Common Shares|S|N|N|100|N|N
MOLN|Molecular Partners AG - American Depositary Shares|Q|N|N|100|N|N
MOMO|Hello Group Inc.  - American Depositary Shares|Q|N|N|100|N|N
MOOD|Relative Sentiment Tactical Allocation ETF|G|N|N|100|Y|N
MORN|Morningstar, Inc. - Common Stock|Q|N|N|100|N|N
MOVE|Movano Inc. - Common Stock|S|N|H|100|N|N
MPAA|Motorcar Parts of America, Inc. - Common Stock|Q|N|N|100|N|N
MPB|Mid Penn Bancorp - Common Stock|G|N|N|100|N|N
MPWR|Monolithic Power Systems, Inc. - Common Stock|Q|N|N|100|N|N
MQ|Marqeta, Inc. - Class A Common Stock|Q|N|N|100|N|N
MQQQ|Tradr 2X Long Innovation 100 Monthly ETF|G|N|N|100|Y|N
MRAL|GraniteShares 2x Long MARA Daily ETF|G|N|N|100|Y|N
MRAM|Everspin Technologies, Inc. - Common Stock|G|N|N|100|N|N
MRBK|Meridian Corporation - Common Stock|Q|N|N|100|N|N
MRCC|Monroe Capital Corporation - Closed End Fund|Q|N|N|100|N|N
MRCY|Mercury Systems Inc - Common Stock|Q|N|N|100|N|N
MREO|Mereo BioPharma Group plc - American Depositary Shares|S|N|N|100|N|N
MRKR|Marker Therapeutics, Inc. - Common Stock|S|N|N|100|N|N
MRM|MEDIROM Healthcare Technologies Inc. - American Depositary Share|S|N|N|100|N|N
MRNA|Moderna, Inc. - Common Stock|Q|N|N|100|N|N
MRNO|Murano Global Investments PLC - Ordinary Shares|S|N|N|100|N|N
MRNOW|Murano Global Investments PLC - Warrants|S|N|N|100|N|N
MRSN|Mersana Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
MRTN|Marten Transport, Ltd. - Common Stock|Q|N|N|100|N|N
MRUS|Merus N.V. - Common Shares|G|N|N|100|N|N
MRVI|Maravai LifeSciences Holdings, Inc. - Class A common stock|Q|N|N|100|N|N
MRVL|Marvell Technology, Inc. - Common Stock|Q|N|N|100|N|N
MRX|Marex Group plc - Ordinary Shares|Q|N|N|100|N|N
MSAI|MultiSensor AI Holdings, Inc. - Common Stock|S|N|D|100|N|N
MSAIW|MultiSensor AI Holdings, Inc. - Warrants|S|N|N|100|N|N
MSBI|Midland States Bancorp, Inc. - Common Stock|Q|N|E|100|N|N
MSBIP|Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|E|100|N|N
MSDD|GraniteShares 2x Short MSTR Daily ETF|G|N|N|100|Y|N
MSEX|Middlesex Water Company - Common Stock|Q|N|N|100|N|N
MSFD|Direxion Daily MSFT Bear 1X Shares|G|N|N|100|Y|N
MSFL|GraniteShares 2x Long MSFT Daily ETF|G|N|N|100|Y|N
MSFT|Microsoft Corporation - Common Stock|Q|N|N|100|N|N
MSFU|Direxion Daily MSFT Bull 2X Shares|G|N|N|100|Y|N
MSGM|Motorsport Games Inc. - Class A Common Stock|S|N|N|100|N|N
MSGY|Masonglory Limited - Ordinary Shares|S|N|N|100|N|N
MSPR|MSP Recovery, Inc. - Class A Common Stock|S|N|D|100|N|N
MSPRW|MSP Recovery, Inc. - Warrant|S|N|D|100|N|N
MSPRZ|MSP Recovery, Inc. - Warrant|S|N|D|100|N|N
MSS|Maison Solutions Inc. - Class A Common Stock|S|N|D|100|N|N
MST|Defiance Leveraged Long Income MSTR ETF|G|N|N|100|Y|N
MSTP|GraniteShares 2x Long MSTR Daily ETF|G|N|N|100|Y|N
MSTR|Strategy Inc - Class A Common Stock|Q|N|N|100|N|N
MSTX|Defiance Daily Target 2x Long MSTR ETF|G|N|N|100|Y|N
MSW|Ming Shing Group Holdings Limited - Ordinary Shares|S|N|N|100|N|N
MTC|MMTec, Inc. - Common Shares|S|N|N|100|N|N
